1.037769248	2.506068386
1.028694806	2.397363595
1.033232027	2.308423312
1.030207213	2.221679085
1.042306469	2.135666877
1.055918131	2.644419938
1.049868503	2.048434638
1.060455352	2.738850362
1.072122492	2.832130471
1.074067015	1.953119691
1.10129034	2.933567361
1.100156035	1.84285936
1.137588108	3.020037081
1.136939933	1.74142247
1.165459608	1.661946144
1.173885875	3.111996941
1.210183643	1.582992689
1.212704321	3.206041022
1.254421547	3.291341545
1.273704735	1.489050277
1.29639084	3.381562862
1.332688607	1.40887679
1.34630027	3.464280985
1.405284142	1.324752726
1.405284142	3.550554629
1.468805235	3.631599566
1.496028561	1.251255081
1.545937991	3.708775262
1.595847421	1.177054995
1.636682409	3.78856531
1.695666281	1.104851323
1.731964049	3.871549622
1.795485141	1.055606422
1.831782909	3.935102163
1.895304002	1.011685295
1.931601769	3.986676214
1.995122862	0.967764167
2.031420629	4.039581209
2.094941722	0.934490586
2.13123949	4.078178563
2.194760582	0.9095354
2.23105835	4.105795636
2.294579443	0.884580214
2.33087721	4.132747237
2.394398303	0.860955971
2.43069607	4.157036951
2.494217163	0.847313802
2.530514931	4.166020818
2.594036024	0.835668049
2.630333791	4.173008271
2.693854884	0.823024088
2.730152651	4.180328458
2.793673744	0.814372957
2.829971511	4.182657609
2.893492604	0.810712863
2.929790372	4.178664779
2.993311465	0.80771824
3.029609232	4.175004685
3.093130325	0.803392675
3.129428092	4.16036431
3.192949185	0.804723618
3.229246952	4.145058462
3.292768045	0.809381919
3.329065813	4.126757992
3.392586906	0.811045598
3.428884673	4.108457522
3.492405766	0.8157039
3.528703533	4.086164223
3.592224626	0.824022295
3.628522394	4.057216207
3.692043486	0.836000785
3.728341254	4.027269984
3.791862347	0.846648331
3.828160114	3.995660081
3.891681207	0.858294084
3.927978974	3.963717443
3.991500067	0.875596347
4.027797835	3.923789145
4.091318928	0.894562288
4.127616695	3.877871603
4.191137788	0.913195494
4.227435555	3.832619532
4.290956648	0.932826907
4.327254415	3.789363876
4.390775508	0.958447564
4.427073276	3.744111805
4.490594369	0.986397373
4.526892136	3.688212188
4.590413229	1.014014445
4.626710996	3.6316471
4.690232089	1.042629726
4.726529856	3.574083804
4.790050949	1.079563401
4.826348717	3.515855036
4.88986981	1.12015717
4.926167577	3.442320421
4.98968867	1.160085468
5.025986437	3.367454863
5.08950753	1.201011973
5.125805298	3.291591097
5.18932639	1.246264044
5.221086937	3.219786709
5.289145251	1.299501775
5.307294134	3.141379362
5.388964111	1.370374503
5.388964111	3.060857295
5.466096867	2.978403512
5.48424575	1.444275128
5.538692401	2.894678862
5.574990169	1.52186912
5.602213494	2.815224323
5.652122924	1.603384641
5.656660145	2.732872208
5.711106796	2.649300063
5.722449849	1.687762878
5.750933513	2.55698436
5.770090668	1.762337293
5.784350506	2.47134978
5.798826401	1.837369219
5.819351924	2.386644749
5.836636575	1.927448198
5.839661389	2.286950761
5.851760645	2.205208662
5.856297866	2.046452087
5.860835087	2.131457769
